952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c),650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
LG032286,"Sharma, S.C.",Construction Equipment and Its Management,,Khanna Publication Publishers,1995,828,624,eng,LGGRANT,LGGRANT,Civil Engineering,155,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032287,"Kerzner , Harold",Project Management,,CBS,1995,937,624,eng,LGGRANT,LGGRANT,Civil Engineering,170,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032288,"Kerzner , Harold",Project Management,,CBS,1998,937,624,eng,LGGRANT,LGGRANT,Civil Engineering,170,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032289,"Horstmann , C.S,",Core Java -I fundamentals,Voil-I,Pearson,2000,742,004,eng,LGGRANT,LGGRANT,Computer Science,446.75,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032290,"Horstmann , C.S,",Core Java -I fundamentals,Vol-I,Pearson,2000,742,004,eng,LGGRANT,LGGRANT,Computer Science,446.75,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032291,"Horstmann , C.S,",Core Java -II fundamentals,Vol-II,Pearson,2000,720,004,eng,LGGRANT,LGGRANT,Computer Science,491.65,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032292,"Horstmann , C.S,",Core Java -II fundamentals,Vol-II,Pearson,2000,720,004,eng,LGGRANT,LGGRANT,Computer Science,491.65,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032293,"Omura, George.",Mastering AUTO CAD 2000,,BPB,1999,1461,004,eng,LGGRANT,LGGRANT,Computer Science,450,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032294,"Omura, George.",Mastering AUTO CAD 2001,,BPB,1999,1461,004,eng,LGGRANT,LGGRANT,Computer Science,450,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032295,"Prasanna, chandra",Financial Management 4th Ed.,,Tata Mcgraw Hill,1999,951,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,295,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032296,"Prasanna, chandra",Financial Management 4th Ed.,,Tata Mcgraw Hill,1999,951,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,295,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032297,"Patel , B.M.",Project Management,,V.P.H,2000,666,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,200,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032298,Thompson Della,Pocket Oxford Dictionary,,Oxford,1999,1092,001.3,eng,LGGRANT,LGGRANT,Humanities,210,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032299,Thompson Della,Pocket Oxford Dictionary,,Oxford,1999,1092,001.3,eng,LGGRANT,LGGRANT,Humanities,210,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032300,"Murphy, Raymond",Intermediate English Grammmer,,Cambridge,1999,350,001.3,eng,LGGRANT,LGGRANT,Humanities,85,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032301,Aggarwal,Objective Library Grant English 10000 Plus Question,,S.Chand,2000,652,001.3,eng,LGGRANT,LGGRANT,Humanities,200,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032302,Aggarwal,Objective Library Grant English 10000 Plus Question,,S.Chand,2000,652,001.3,eng,LGGRANT,LGGRANT,Humanities,200,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032303,"Lewis, Norman",Better English,,Goyal,1987,419,001.3,eng,LGGRANT,LGGRANT,Humanities,75,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032304,"Lewis, Norman",Better English,,Goyal,1987,419,001.3,eng,LGGRANT,LGGRANT,Humanities,75,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032305,"Fischer , Dalmar",Communication in Organization,,Jaico,1999,551,001.3,eng,LGGRANT,LGGRANT,Humanities,150,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032306,"Fischer , Dalmar",Communication in Organization,,Jaico,1999,551,001.3,eng,LGGRANT,LGGRANT,Humanities,150,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032307,"Sharma, R.C.",Business Correspondence and Report Writing,,Tata Mcgraw Hill,1999,322,001.3,eng,LGGRANT,LGGRANT,Humanities,125,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032308,"Sharma, R.C.",Business Correspondence and Report Writing,,Tata Mcgraw Hill,1999,322,001.3,eng,LGGRANT,LGGRANT,Humanities,125,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032309,"Reynolds , C.E.",Reinforced Concrete Designers Hand Book,,E./FN. Sponsored,1999,436,624,eng,LGGRANT,LGGRANT,Civil Engineering,750,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032310,"Meredith , J.R.",Project Management,,Wisley,2000,616,624,eng,LGGRANT,LGGRANT,Civil Engineering,336.75,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032311,"Meredith , J.R.",Project Management,,Wisley,2000,616,624,eng,LGGRANT,LGGRANT,Civil Engineering,336.75,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032312,Khan /Jain,Management and Cost Accounting,,Tata Mcgraw Hill,1995,717,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,200,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032313,Khan /Jain,Management and Cost Accounting,,Tata Mcgraw Hill,1995,717,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,200,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032314,"Williamson , D.",Cost and Management Accounting,,Prentice Hall of India,1998,770,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,275,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032315,"Williamson , D.",Cost and Management Accounting,,Prentice Hall of India,1998,770,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,275,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032316,Khan/ Jain,Financial Management,,Tata Mcgraw Hill,1999,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,225,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032317,Khan/ Jain,Financial Management,,Tata Mcgraw Hill,1999,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,225,INR,13/04/2000,2677,BK,General Section,NFIC,APS,
LG032318,"Apte, P.G.",International Financial Management,,Tata Mcgraw Hill,1998,612,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,225,INR,13/04/2000,2678,BK,General Section,NFIC,APS,
LG032319,"Apte, P.G.",International Financial Management,,Tata Mcgraw Hill,1998,612,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,225,INR,13/04/2000,2678,BK,General Section,NFIC,APS,
LG032320,Chase/ Jacobs,Production and Operation Management,,Tata Mcgraw Hill,1999,889,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,325,INR,13/04/2000,2678,BK,General Section,NFIC,APS,
LG032321,"Lewis, Norman",How To Read Better and Faster,,Goyal,1978,239,001.3,eng,LGGRANT,LGGRANT,Humanities,160,INR,13/04/2000,2678,BK,General Section,NFIC,APS,
LG032322,"Lewis, Norman",How To Read Better and Faster,,Goyal,1978,239,001.3,eng,LGGRANT,LGGRANT,Humanities,160,INR,13/04/2000,2678,BK,General Section,NFIC,APS,
LG032323,"Patel , B.M.",Project Management,,V.P.H,2000,666,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,200,INR,20/04/2000,2700,BK,General Section,NFIC,APS,
LG032324,"Murphy, Raymond",Intermediate English Grammmer,,Cambridge,1998,350,001.3,eng,LGGRANT,LGGRANT,Humanities,85,INR,20/04/2000,2700,BK,General Section,NFIC,APS,
LG032325,Chase/ Jacobs,Production and Operation Management,,Tata Mcgraw Hill,1999,889,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,325,INR,20/04/2000,2700,BK,General Section,NFIC,APS,
LG032326,"Bailey , J.E./ Ollis D.F.",Biochemical Engineering Fundamentals,,Mcgraw Hill,1986,984,660,eng,LGGRANT,LGGRANT,Chemical Engg,740.85,INR,22/05/2000,014,BK,General Section,NFIC,APS,
LG032327,"Rao , Y.V.C.",Engineering Thermodynamics Through Examples,,K.B.Pub,1999,694,660,eng,LGGRANT,LGGRANT,Chemical Engg,225,INR,22/05/2000,014,BK,General Section,NFIC,APS,
LG032328,"Eckenfelder, W.W.",Industrial Water Pollution Control,,Mcgraw Hill,1989,400,624,eng,LGGRANT,LGGRANT,Civil Engineering,516,INR,22/05/2000,014,BK,General Section,NFIC,APS,
LG032329,Metcalf/ Eddy,Waste Water  Engineering Treatment Disposal,,Tata Mcgraw Hill,1995,1334,624,eng,LGGRANT,LGGRANT,Civil Engineering,375,INR,22/05/2000,014,BK,General Section,NFIC,APS,
LG032330,"Rao , M.N./ Datta A.K.",Waste Water Treatment,,Oxford,1987,345,624,eng,LGGRANT,LGGRANT,Civil Engineering,95,INR,22/05/2000,014,BK,General Section,NFIC,APS,
LG032331,Peters Max,Plant Design and Economics for Chemical Engineers,,Mcgraw Hill,1991,910,624,eng,LGGRANT,LGGRANT,Civil Engineering,761,INR,22/05/2000,014,BK,General Section,NFIC,APS,
LG032332,"Mathur, B.S.",Advance Metrology & its role in Quality Improvement & global Trade,,Narosa,1996,422,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,650,INR,22/05/2000,014,BK,General Section,NFIC,APS,
LG032333,"Jain , R,D.",Madhya Pradesh Shikhshad Shansthan Manual,,D.Law Pub,1998,505,800,eng,LGGRANT,LGGRANT,Literature,385,INR,11/10/2000,2122,BK,General Section,NFIC,Wadhwa Law House,
LG032334,"Shhidiqui , N.H",Madhya Pradesh Civil Seva Avdharana aur Niyam,,D.Law Pub,2000,236,800,eng,LGGRANT,LGGRANT,Literature,150,INR,11/10/2000,2122,BK,General Section,NFIC,Wadhwa Law House,
LG032335,"Bhatt , Shashilal",Madhya Pradesh vibhagiya Janch Prakriya Sanhita,,D.Law Pub,2000,332,800,eng,LGGRANT,LGGRANT,Literature,240,INR,11/10/2000,2122,BK,General Section,NFIC,Wadhwa Law House,
LG032336,"Siple , Mathew",The Complete guide to JAVA Database Programming,,Tata Mcgraw Hill,1998,333,004,eng,LGGRANT,LGGRANT,Computer Science,435,INR,10/01/2001,806,BK,General Section,NFIC,APS,
LG032337,"Steven , Holzner","JAVA 2 Swing Servlets , JDBC & Java books Programming",,Dreamtech Press,2000,1143,004,eng,LGGRANT,LGGRANT,Computer Science,499,INR,10/01/2001,806,BK,General Section,NFIC,APS,
LG032338,Ray / Sharma,Mathematical Statistics,,Ramprasad & sons,2001,691,600,eng,LGGRANT,LGGRANT,Applied Science,150,INR,10/01/2001,806,BK,General Section,NFIC,APS,
LG032339,Ray / Sharma,Mathematical Statistics,,Ramprasad & sons,2001,691,600,eng,LGGRANT,LGGRANT,Applied Science,150,INR,10/01/2001,806,BK,General Section,NFIC,APS,
LG032340,Oppenheim,Digital Signal Processing,,Prentice Hall of India,2000,585,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,195,INR,10/01/2001,806,BK,General Section,NFIC,APS,
LG032341,Gose,Pattern Recognition and Image analysis,,Prentice Hall of India,2000,484,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,295,INR,10/01/2001,806,BK,General Section,NFIC,APS,
LG032342,Mehrotra,Elements of Artificial Neural Networks,,Penram International,1997,344,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,245,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032343,Mehrotra,Elements of Artificial Neural Networks,,Penram International,1997,344,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,245,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032344,"Hassoun , M.H.",Fundamentals of Artificial Neural Networks,,Prentice Hall of India,1999,511,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,295,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032345,"Hassoun , M.H.",Fundamentals of Artificial Neural Networks,,Prentice Hall of India,1999,511,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,295,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032346,"Bose , N.K.",Neural Networks fundamentals with graph algorithm,,Tata Mcgraw Hill,1998,478,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,175,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032347,"Bose , N.K.",Neural Networks fundamentals with graph algorithm,,Tata Mcgraw Hill,1998,478,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,175,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032348,"Sharma , S.D.",Operation Research,,Kedar Nath,2000,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,290,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032349,"Sharma , S.D.",Operation Research,,Kedar Nath,2000,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,290,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032350,"Sharma , S.D.",Operation Research,,Kedar Nath,2000,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,290,INR,25/11/2001,650,BK,General Section,NFIC,APS,
LG032351,Carlson,Communication Systems,,Tata Mcgraw Hill,2000,686,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,427.8,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032352,Carlson,Communication Systems,,Tata Mcgraw Hill,2000,686,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,427.8,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032353,Carlson,Communication Systems,,Tata Mcgraw Hill,2000,686,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,427.8,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032354,Taub/ Schilling,Principles of Communication Systems,,Tata Mcgraw Hill,2000,759,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,230,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032355,Taub/ Schilling,Principles of Communication Systems,,Tata Mcgraw Hill,2000,759,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,230,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032356,Taub/ Schilling,Principles of Communication Systems,,Tata Mcgraw Hill,2000,759,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,230,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032357,Oppenheim,Digital Signal Processing,,Prentice Hall of India,1999,585,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,175,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032358,Oppenheim,Digital Signal Processing,,Prentice Hall of India,1999,585,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,175,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032359,"Antoniou ,Andreas.",Digital Filters,,Tata Mcgraw Hill,1999,689,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,250,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032360,"Antoniou ,Andreas.",Digital Filters,,Tata Mcgraw Hill,1999,689,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,250,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032361,"Antoniou ,Andreas.",Digital Filters,,Tata Mcgraw Hill,1999,689,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,250,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032363,"Proakis , J.G.",Digital Signal Processing,,Prentice Hall of India,2000,968,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,295,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032364,"Proakis , J.G.",Digital Signal Processing,,Prentice Hall of India,2000,968,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,295,INR,25/11/2000,650,BK,General Section,NFIC,APS,
LG032365,"Kanetkar , Y.",Let Us C++,,BPB,1999,605,004,eng,LGGRANT,LGGRANT,Computer Science,180,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032366,"Lafore , R.",Turboo C++,,Galgotia Publication,2000,739,004,eng,LGGRANT,LGGRANT,Computer Science,270,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032367,"Balagursamy , E.",Object Oriented Programming in C++,,Tata Mcgraw Hill,2000,321,004,eng,LGGRANT,LGGRANT,Computer Science,130,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032368,"Anand , M.L.",Electronic Principles Devices & Circuits,,Wheeler,2000,819,004,eng,LGGRANT,LGGRANT,Computer Science,335,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032369,Venkatraman R.,Pulse Digital Circuits and Computer Fundamentals,,Dhanpat Rai,1950,6.109,004,eng,LGGRANT,LGGRANT,Computer Science,125,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032370,"HSU , H.P.",Analog and Digital Communications,,Mcgraw Hill,1993,328,004,eng,LGGRANT,LGGRANT,Computer Science,360,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032371,"Mukhi, V./Parikh",Vijay Mukhi s C under DOS Test,,BPB,1993,247,004,eng,LGGRANT,LGGRANT,Computer Science,54,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032372,"Horstmann , C.S.",Core Java- vol I,Vol-I,Pearson Edu,2000,736,004,eng,LGGRANT,LGGRANT,Computer Science,450,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032373,"Horstmann , C.S.",Core Java- vol II,Vol-II,Pearson Edu,2000,920,004,eng,LGGRANT,LGGRANT,Computer Science,495,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032374,"Liberty , J.",Teach Yourself C++ in 21 days,,Tech Media,1999,878,004,eng,LGGRANT,LGGRANT,Computer Science,270,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032375,"Naughton , P.",The Complete Reference Java 2,,Tata Mcgraw Hill,2000,1108,004,eng,LGGRANT,LGGRANT,Computer Science,345,INR,25/11/2000,649,BK,General Section,NFIC,APS,
LG032376,Rabiner/ Gold,Theory & Application of Digital Signal Processing,,Prentice Hall of India,2000,762,004,eng,LGGRANT,LGGRANT,Computer Science,195,INR,25/11/2000,659,BK,General Section,NFIC,APS,
LG032377,Rabiner/ Gold,Theory & Application of Digital Signal Processing,,Prentice Hall of India,2000,762,004,eng,LGGRANT,LGGRANT,Computer Science,195,INR,25/11/2000,659,BK,General Section,NFIC,APS,
LG032378,Rabiner/ Gold,Theory & Application of Digital Signal Processing,,Prentice Hall of India,2000,762,004,eng,LGGRANT,LGGRANT,Computer Science,195,INR,25/11/2000,659,BK,General Section,NFIC,APS,
LG032379,Hwang/ Briggs,Computer Architecture & Parallel Processing,,Mcgraw Hill,2000,846,004,eng,LGGRANT,LGGRANT,Computer Science,370.45,INR,25/11/2000,659,BK,General Section,NFIC,APS,
LG032380,Hwang/ Briggs,Computer Architecture & Parallel Processing,,Mcgraw Hill,1984,846,004,eng,LGGRANT,LGGRANT,Computer Science,370.45,INR,25/11/2000,659,BK,General Section,NFIC,APS,
LG032381,Hwang/ Briggs,Computer Architecture & Parallel Processing,,Mcgraw Hill,1984,846,004,eng,LGGRANT,LGGRANT,Computer Science,370.45,INR,30/11/2000,659,BK,General Section,NFIC,APS,
LG032382,M.Gopal,Modern Control System Theory,,New age Publication,1984,688,004,eng,LGGRANT,LGGRANT,Computer Science,200,INR,30/11/2000,659,BK,General Section,NFIC,APS,
LG032383,M.Gopal,Modern Control System Theory,,New age Publication,2000,688,004,eng,LGGRANT,LGGRANT,Computer Science,200,INR,30/11/2000,659,BK,General Section,NFIC,APS,
LG032384,M.Gopal,Modern Control System Theory,,New age Publication,2000,688,004,eng,LGGRANT,LGGRANT,Computer Science,200,INR,30/11/2000,659,BK,General Section,NFIC,APS,
LG032385,"Jain , A.K.",Fundamentals of Digital Image Processing,,Prentice Hall of India,2000,569,004,eng,LGGRANT,LGGRANT,Computer Science,195,INR,30/11/2000,659,BK,General Section,NFIC,APS,
LG032386,"Jain , A.K.",Fundamentals of Digital Image Processing,,Prentice Hall of India,2000,569,004,eng,LGGRANT,LGGRANT,Computer Science,195,INR,30/11/2000,659,BK,General Section,NFIC,APS,
LG032387,Gonzalez,Digital Image Processing,,Addision Wesley,2000,716,004,eng,LGGRANT,LGGRANT,Computer Science,305,INR,30/11/2000,659,BK,General Section,NFIC,APS,
LG032388,Gonzalez,Digital Image Processing,,Addision Wesley,2000,716,004,eng,LGGRANT,LGGRANT,Computer Science,305,INR,30/11/2000,659,BK,General Section,NFIC,APS,
LG032389,Gose,Pattern Recognition and Image analysis,,Prentice Hall of India,1999,484,004,eng,LGGRANT,LGGRANT,Computer Science,295,INR,30/11/2000,659,BK,General Section,NFIC,APS,
