952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
ST020693,PSG,Design Data,,PSG,1995,14.6,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,300,INR,26/08/2002,199,BK,General Section,NFIC,UBD,
ST020694,Domkundwar,Heat & Mass Transfer,,Dhanpat Rai  & Co,2002,26.17,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,210,INR,26/08/2002,199,BK,General Section,NFIC,UBD,
ST020695,"Liao, S.Y.",Microwave Devices and Circuits,,Prentice Hall of India,2001,542,621.38,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,26/08/2002,199,BK,General Section,NFIC,UBD,
ST020696,Malvino/Brown,Digital Computer Electronics,,Mcgraw Hill,2001,522,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,265,INR,26/08/2002,199,BK,General Section,NFIC,UBD,
ST020697,"Rajaraman, V.",Computer Programming in Fortran 77,,Prentice Hall of India,2001,198,'004,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,125,INR,26/08/2002,199,BK,General Section,NFIC,UBD,
ST020698,Nagrath/ Gopal,Control System Engineering,,New Age International,2002,826,621.3,eng,STSCGRANT,STSCGRANT,Computer Science,240,INR,26/08/2002,199,BK,General Section,NFIC,UBD,
ST020699,Lathi B.P.,Modern Digital & Analog Communication System,,Oxford,1998,781,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,295,INR,26/08/2002,199,BK,General Section,NFIC,UBD,
ST020700,Bhatt N.D.,Machine Drawing,,Charotor,1998,311,620.1,eng,STSCGRANT,STSCGRANT,Electrical Engineering,90,INR,22/08/2002,195,BK,General Section,NFIC,UBD,
ST020701,"Petroutsos, Evangelos",Mastering Visual Basic .6,,BPB PUBLICATIONS,2002,1283,'004,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,480,INR,22/08/2002,195,BK,General Section,NFIC,UBD,
ST020702,"Dass, H.K",Advanced Engineering Mathematics,,S.chand,2002,1087,600,eng,STSCGRANT,STSCGRANT,Computer Science,270,INR,22/08/2002,195,BK,General Section,NFIC,UBD,
ST020703,Punmia B.C,Soil Mechanics and Foundation,,Laxmi Publication,2000,970,624,eng,STSCGRANT,STSCGRANT,Applied Science,200,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020704,Dutta B.N.,Estimating and Costing in Civil Engineering,,UBSPD,2002,904,624,eng,STSCGRANT,STSCGRANT,Civil Engineering,295,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020705,Ramchandra,Design of Steel Structures-I,I,Standard,1999,895,624,eng,STSCGRANT,STSCGRANT,Civil Engineering,220,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020706,Ramchandra,Design of Steel Structures-II,II,Standard,1999,884,624,eng,STSCGRANT,STSCGRANT,Civil Engineering,220,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020707,"Naidu , M.S.",High Voltage Engineering,,Mcgraw Hill,2000,372,621.3,eng,STSCGRANT,STSCGRANT,Civil Engineering,155,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020708,Kennedy,Electrical Communication Systems,,Mcgraw Hill,2002,763,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,260,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020709,"Gupta, R.C.",Statistical Quality Control,,K.P,2001,856,620.1,eng,STSCGRANT,STSCGRANT,Electrical Engineering,225,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020710,Tremblay,Discrete Mathematical Structures with application to computer Science,,Mcgraw Hill,2002,606,600,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,250,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020711,Donovan,Operating Systems,,Mcgraw Hill,2002,640,'004,eng,STSCGRANT,STSCGRANT,Applied Science,375,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020712,"Ghosh , P.K",Introduction to Microprocessor for Engineers & Scientists,,Prentice Hall of India,2002,318,621.3,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020713,Sawhney A.K.,A Course in Electrical & Electronic Measurement & Instrumentation,,Dhanpat Rai  & Co,2002,1542,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,22/08/2002,194,BK,General Section,NFIC,UBD,
ST020714,Lafore,Turboo C++,,Galgotia,2001,739,'004,eng,STSCGRANT,STSCGRANT,Electrical Engineering,279,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020715,"Petroutsos, Evangelos",Mastering Visual Basic .6,,BPB PUBLICATIONS,2002,1283,'004,eng,STSCGRANT,STSCGRANT,Computer Science,480,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020716,Loney/ Koch,Oracle 8i : The Complete Reference,,Mcgraw Hill,2002,1308,'004,eng,STSCGRANT,STSCGRANT,Computer Science,495,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020717,Mano Morris,Digital Design,,Prentice Hall of India,2001,596,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,175,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020718,"Choudhary , Roy",Networks and Systems,,New Age International,2001,926,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,225,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020719,Raghavan,Materials Science & Engineering,,Prentice Hall of India,2001,434,620.1,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,150,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020720,Das/Mullick,Principles of Digital Communication,,New Age International,2001,645,621.38,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,220,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020721,"Ballaney , P.L.",Theory for Machine & Mechanism,,Khanna Publisher,1999,1576,620.1,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,200,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020722,Sawhney A.K.,A Course in Electrical & Electronic Measurement & Instrumentation,,Dhanpat Rai  & Co,2002,1542,621.3,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,250,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020723,Antoniou A.,Digital Filters (Analysis Design & Application),,Mcgraw Hill,2001,689,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,250,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020724,Cooper /Helfrick,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2001,444,621.38,eng,STSCGRANT,STSCGRANT,Electrical Engineering,175,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020725,Millman/Halkins,Integrated Electronics,,Mcgraw Hill,2001,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,260,INR,26/08/2002,197,BK,General Section,NFIC,UBD,
ST020726,Singh/Sapre,Communication Systems,,Mcgraw Hill,2002,592,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,210,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020727,Malvino,Digital Computer Electronics,,Mcgraw Hill,2001,522,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,265,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020728,"Liao , S.Y.",Microwave Devices and Circuits,,Prentice Hall of India,2001,542,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020729,Goyal/ Khetan,A Monograph on Electronics Design Principles,,Khanna Publisher,1999,1246,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020730,Domkundwar,Heat and Mass Transfer,,Dhanpat Rai  & Co,2002,26.17,620.1,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,210,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020731,PSG,Design Data,,PSG,1995,14.6,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,300,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020732,"Jain ,R.K",Engineering Metrology,,Khanna Publisher,2001,1099,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,210,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020733,"Bansal , R.K",Fluid Mechanics & Hydraulics Machine,,Laxmi Publication,2002,957,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,295,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020734,"Jagdish , Lal",Fluid Mechanics & Hydraulics,,MBP,2001,1048,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,200,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020735,Dubey/khajuria,Gas Turbines and Propulsive Systems,,Dhanpat Rai  & Co,2001,590,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,110,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020736,Yadav R.,Thermodynamics & Heat Engines-I,I,Central Publishing House,2000,964,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,190,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020737,"Ballaney , P.L.",Thermal Engineering,,Khanna Publisher,2002,1506,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,275,INR,09/08/2002,176,BK,General Section,NFIC,UBD,
ST020738,"Choudhary, H.",Workshop Technology -I,I,MPP,2000,653,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020739,"Choudhary, H.",Workshop Technology -II,II,MPP,1998,688,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020740,"Groover , M.P.",CAD/CAM Computer Aided Design & Manufacturing,,Prentice Hall of India,2002,489,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020741,"Srinath , L.S.",Reliability Engineering,,EAST-WEST PRESS,2002,255,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,120,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020742,"Singh , sadhu",Strength of Materials,,Khanna Publisher,2001,1244,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,180,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020743,"Rattan, S.S.",Theory of Machines,,Mcgraw Hill,2002,686,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,195,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020744,"Gaonkar, R.S.",Microprocessor Architecture Programming & Application With The 8085,,PRI,1999,788,621.38,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,290,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020745,Ram B.,Microprocessor & Microcomputer,,Dhanpat Rai  & Co,2002,11.43,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,190,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020746,"Hall , D.V.",Microprocessor & Interfacing Prog & Hardware,,Mcgraw Hill,2001,624,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,275,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020747,Korth,Database Systems Concepts,,Mcgrawhill,2002,1064,'004,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,308,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020748,"Date, C.J.",An Introduction to Database Systems,,Pearson Education,2001,938,'004,eng,STSCGRANT,STSCGRANT,Computer Science,325,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020749,Chandrashekaran,Theory of Computer Science,,Prentice Hall of India,2002,304,'004,eng,STSCGRANT,STSCGRANT,Computer Science,150,INR,09/08/2002,175,BK,General Section,NFIC,UBD,
ST020750,"Jordan , E.C.",Electromagnetics Waves and Radiating Sytems,,Prentice Hall of India,2002,753,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,195,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020751,"Gupta, P.V.",Introductory Course in Electromagnetics Fields,,Dhanpat Rai  & Co,2001,406,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,90,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020752,"Mithal , G.K.",Electronic Devices and Circuits,,Khanna Publisher,2001,832,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,180,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020753,Millman/Halkins,Electronic Devices and Circuits,,Mcgraw Hill,2000,752,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,210,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020754,Millman/Halkins,Integrated Electronics,,Mcgraw Hill,2001,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,260,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020755,"Cooper, W.D.",Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2001,445,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020756,Jain/Jain,Engineering Chemistry,,Dhanpat Rai  & Co,2001,952,'001.3,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,180,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020757,"Mithal , G.K.",Networks Analysis,,Khanna Publisher,2000,1076,621.38,eng,STSCGRANT,STSCGRANT,Humanities,150,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020758,Antoniou A.,Digital Filters (Analysis Design & Application),,Mcgraw Hill,1999,689,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,250,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020759,Partab H.,Utilization of Electrical Energy,,Dhanpat Rai  & Co,2002,699,621.3,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,110,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020760,Soni/ Gupta,Electrical Circuits Analysis,,Dhanpat Rai  & Co,2000,-,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,175,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020761,Mehta V.K.,Principles of Electronics,,S.chand,2001,581,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,115,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020762,"Ballaney , P.L.",Theory of Machines & Machanism,,Khanna Publisher,1999,1576,620.1,eng,STSCGRANT,STSCGRANT,Electrical Engineering,200,INR,09/08/2002,173,BK,General Section,NFIC,UBD,
ST020763,Dutta B.N.,Estimating and Costing in Civil Engineering,,UBSPD,2002,904,624,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,295,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020764,Korth,Database System,,Mcgrawhill,2002,1064,'004,eng,STSCGRANT,STSCGRANT,Civil Engineering,334,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020765,"Gowariker , V.R.",Polymer Science,,New Age International,2001,505,624,eng,STSCGRANT,STSCGRANT,Computer Science,180,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020766,"Garg , S.K.",Water Supply Engineering,,Khanna Publisher,2001,1086,624,eng,STSCGRANT,STSCGRANT,Civil Engineering,175,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020767,"Garg , S.K.",Sewage Disposal and Air Pollution Engineering,,Khanna Publisher,2001,994,624,eng,STSCGRANT,STSCGRANT,Civil Engineering,175,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020768,"Oppenheim/Schafer , W,",Discrete Time Signal Processing,,Prentice Hall of India,2000,879,621.38,eng,STSCGRANT,STSCGRANT,Civil Engineering,275,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020769,Mano Morris,Digital Logic and Computer Design,,Prentice Hall of India,2002,612,621.3,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,195,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020770,Mithal G.K.,Network analysis,,Khanna Publisher,2001,1076,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,160,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020771,Partab H.,Utilization of Electrical Energy,,Dhanpat Rai  & Co,2002,699,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,110,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020772,Soni/ Gupta,Electrical Circuits Analysis,,Dhanpat Rai  & Co,2001,-,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,175,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020773,Jain/Jain,Engineering Chemistry,,Dhanpat Rai  & Co,2001,952,'001.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,180,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020774,Talbar,Electronic Instrumentation,,Dhanpat Rai  & Co,2001,539,621.38,eng,STSCGRANT,STSCGRANT,Humanities,145,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020775,Holzner / Iog,Black Book Visual Basic .6 Programming,,IDG,2002,1095,'004,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,450,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020776,Schildt H.,The Complete Reference C++,,Mcgraw Hill,2001,1008,'004,eng,STSCGRANT,STSCGRANT,Computer Science,375,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020777,Ghosh,0000 to 8085 Introduction to Microprocessor for Engineers and Scientist,,Prentice Hall of India,2002,318,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,225,INR,26/08/2002,200,BK,General Section,NFIC,UBD,
ST020778,"Choudhary , Roy",Network and Systems,,New Age International,2001,926,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,255,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020779,Ryder J.D.,Networks Lines and Field,,Prentice Hall of India,2000,593,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,150,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020780,Cornell G.,Visual Basic .6 from the Groundup,,Mcgraw Hill,2002,932,'004,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,325,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020781,Schildt H.,C++ : the Complete Reference,,Mcgraw Hill,2002,1008,'004,eng,STSCGRANT,STSCGRANT,Computer Science,375,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020782,Loney/ Koch,Oracle 8i : The Complete Reference,,Mcgraw Hill,2002,1308,'004,eng,STSCGRANT,STSCGRANT,Computer Science,495,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020783,"Perry , Greg",Teach Yourself Visual Basic .6 in 21 Days,,Tech media,2002,851,'004,eng,STSCGRANT,STSCGRANT,Computer Science,299,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020784,Holzner / Iog,Black Book Visual Basic .6 Programming,,IDG,2002,1095,'004,eng,STSCGRANT,STSCGRANT,Computer Science,450,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020785,Lafore,Turboo C++,,Galgotia,2001,739,'004,eng,STSCGRANT,STSCGRANT,Computer Science,279,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020786,Mano Morris,Digital Logic and Computer Design,,Prentice Hall of India,2002,612,'004,eng,STSCGRANT,STSCGRANT,Computer Science,195,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020787,Mano Morris,Digital Design,,Prentice Hall of India,2001,516,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,175,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020788,Talbar,Electronics Instrumentation,,Dhanpat Rai  & Co,2001,539,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,145,INR,12/08/2002,187,BK,General Section,NFIC,UBD,
ST020789,"Garg , S.K.",Water Supply Engineering,,Khanna Publisher,2001,1086,624,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020790,"Garg , S.K.",Sewage Disposal and Air Pollution Engineering,,Khanna Publisher,2001,994,624,eng,STSCGRANT,STSCGRANT,Civil Engineering,175,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020791,"Mithal , G.K.",Radio Engineering,,Khanna Publisher,2002,540,621.38,eng,STSCGRANT,STSCGRANT,Civil Engineering,100,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020792,Das/Mullick,Principles of Digital Communication,,New Age International,2001,645,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,220,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020793,"Singh, Parbin",Engineering & General Geology,,S K Kataria,2000,648,624,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,185,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020794,Gaur/Gupta,Engineering Physics,,Dhanpat Rai  & Co,2001,64.2,'001.3,eng,STSCGRANT,STSCGRANT,Civil Engineering,240,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020795,Raghavan,Materials Science & Engineering,,Prentice Hall of India,2001,434,620.1,eng,STSCGRANT,STSCGRANT,Humanities,150,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020796,Choudhary H.,Materials Science and Processes,,IBD,1999,693,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,125,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020797,Gupta/kumar,Solid State Physics,,Kedarnath,2000,595,'001.3,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,120,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020798,"Gowariker , V.R.",Polymer Science,,New Age International,2001,505,620.1,eng,STSCGRANT,STSCGRANT,Humanities,180,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020799,"Theraja , B.L.",Electrical Technology,,S.chand,2000,2104,621.3,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,600,INR,12/08/2002,186,BK,General Section,NFIC,UBD,
ST020800,Gayakwad,Op-AMPS and Linear Integrated Circuits,,Prentice Hall of India,2002,543,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,195,INR,06/09/2002,728,BK,General Section,NFIC,UBD,
ST020801,"Ram, B.",Microprocessor & Microcomputer,,Dhanpat Rai  & Co,2002,11.43,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,190,INR,06/09/2002,728,BK,General Section,NFIC,UBD,
ST020802,Rao S.,Switchgear Protection & Power System,,Khanna Publisher,2001,1691,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,235,INR,06/09/2002,728,BK,General Section,NFIC,UBD,
