952$p,100$a,245$a,250$a,260$b,260$c,300$a,082$a,041$h,952$a,952$b,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
SC015343,"Narsimhan, S.L.",Production Planning and Inventory Control,,Prentice Hall of India,2004,716,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015344,"Narsimhan, S.L.",Production Planning and Inventory Control,,Prentice Hall of India,2004,716,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015345,"Narsimhan, S.L.",Production Planning and Inventory Control,,Prentice Hall of India,2004,716,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015346,"Heine,Richard",Principles of Metal Cartirs,,Tata McGraw Hill,2004,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015347,"Heine,Richard",Principles of Metal Cartirs,,Tata McGraw Hill,2004,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015348,"Heine,Richard",Principles of Metal Cartirs,,Tata McGraw Hill,2004,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015349,"Heine,Richard",Principles of Metal Cartirs,,Tata McGraw Hill,2004,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015350,"Heine,Richard",Principles of Metal Cartirs,,Tata McGraw Hill,2004,736,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015351,"Bethune ,James D.",Engineering GraPrentice Hall of Indiacs With AUTOCAD 2002,,Prentice Hall of India,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,425,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015352,"Bethune ,James D.",Engineering GraPrentice Hall of Indiacs With AUTOCAD 2002,,Prentice Hall of India,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,425,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015353,"Bethune ,James D.",Engineering GraPrentice Hall of Indiacs With AUTOCAD 2002,,Prentice Hall of India,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,425,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015354,"Bethune ,James D.",Engineering GraPrentice Hall of Indiacs With AUTOCAD 2002,,Prentice Hall of India,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,425,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015355,"Bethune ,James D.",Engineering GraPrentice Hall of Indiacs With AUTOCAD 2002,,Prentice Hall of India,2003,729,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,425,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015356,"Kumar, D.S.",Thermal Science and Engineering,,Katson,2005,741,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015357,"Kumar, D.S.",Thermal Science and Engineering,,Katson,2005,741,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015358,"Kumar, D.S.",Thermal Science and Engineering,,Katson,2005,741,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015359,"Kumar, D.S.",Thermal Science and Engineering,,Katson,2005,741,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015360,"Kumar, D.S.",Thermal Science and Engineering,,Katson,2005,741,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,12/09/2005,2054,BK,General Section,NFIC,Shilpa Books,
SC015361,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015362,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015363,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015364,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015365,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015366,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015367,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015368,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015369,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015370,"Wadhwa ,C.L",Electrical Power Systems,,New Age International,2005,887,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015371,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015372,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015373,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015374,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015375,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015376,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015377,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015378,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015379,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015380,Valkenburg,Network Analysis,,Prentice Hall of India,2005,571,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015381,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015382,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015383,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015384,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015385,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015386,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,Reference,Reference Section,NFIC,UBD,
SC015387,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015388,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015389,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015390,Nagrath /Gopal M.,Control Systems Engineering,,New Age International,2005,843,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015391,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015392,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015393,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015394,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,3
SC015395,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015396,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015397,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015398,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015399,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015400,"Choudhary, Ray D.",Network & Systems,,New Age International,2005,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,260,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015401,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015402,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015403,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015404,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015405,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015406,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015407,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015408,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015409,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015410,"Saeed, S.Hasan",Automatic Control Systems,,Katson,2005,628,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015411,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015412,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015413,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015414,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015415,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015416,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015417,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015418,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015419,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015420,Dubey,Electrical Drive,,Narosa Publication,2005,392,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015421,"Ogata, Katsuhiko",Discrete Time Control Systems,,Pearson Education,2004,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015422,"Ogata, Katsuhiko",Discrete Time Control Systems,,Pearson Education,2004,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015423,"Ogata, Katsuhiko",Discrete Time Control Systems,,Pearson Education,2004,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015424,"Ogata, Katsuhiko",Discrete Time Control Systems,,Pearson Education,2004,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015425,"Ogata, Katsuhiko",Discrete Time Control Systems,,Pearson Education,2004,745,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015426,"Haykin, Simon",Neural Networks,,Pearson Education,2005,824,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015427,"Haykin, Simon",Neural Networks,,Pearson Education,2005,824,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015428,"Haykin, Simon",Neural Networks,,Pearson Education,2005,824,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015429,"Haykin, Simon",Neural Networks,,Pearson Education,2005,824,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015430,"Haykin, Simon",Neural Networks,,Pearson Education,2005,824,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015431,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,198,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015432,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,198,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015433,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,198,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015434,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,198,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015435,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,198,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015436,Nagrath /Kothari,Power System Engineering,,Tata McGraw Hill,2005,838,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015437,Nagrath /Kothari,Power System Engineering,,Tata McGraw Hill,2005,838,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015438,Nagrath /Kothari,Power System Engineering,,Tata McGraw Hill,2005,838,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015439,Nagrath /Kothari,Power System Engineering,,Tata McGraw Hill,2005,838,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015440,"Botkar,K.R.",Integrated Circuits,,Khanna Publication,2004,1056,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015441,"Botkar,K.R.",Integrated Circuits,,Khanna Publication,2004,1056,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015442,"Botkar,K.R.",Integrated Circuits,,Khanna Publication,2004,1056,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015443,"Botkar,K.R.",Integrated Circuits,,Khanna Publication,2004,1056,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,225,INR,06/09/2005,181,BK,General Section,NFIC,UBD,
SC015444,"Naidu, M.S.",Introduction to Electrical Engineering,,Tata McGraw Hill,2004,741,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,12/09/2005,199,BK,General Section,NFIC,UBD,3
SC015445,Patranabis,Telemetry Principles,,Tata McGraw Hill,2004,547,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,265,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015446,"Mittle , V.N.",Basic Electrical Engineering,,Tata McGraw Hill,2004,697,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,195,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015447,"Chapman, S.J.",Electric Machinery Fundamentals,,Tata McGraw Hill,2005,416,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,1014,INR,12/09/2005,199,Reference,Reference Section,NFIC,UBD,
SC015448,"Stevens, William D.",Elements of Power System Analysis,,Tata McGraw Hill,1982,436,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,265.5925,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015449,"Stevens, William D.",Elements of Power System Analysis,,Tata McGraw Hill,1982,436,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,265.59,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015450,Ross,Fuzzy Logic with Engineering Application,,Tata McGraw Hill,2004,586,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,274.8305,INR,12/09/2005,199,Reference,Reference Section,NFIC,UBD,
SC015451,Ross,Fuzzy Logic with Engineering Application,,Tata McGraw Hill,2004,586,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,274.8305,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015452,"Nise, Norman S.",Control Systems Engineering,,John Wiley Publication,2004,983,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,427.2575,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015453,"Nise, Norman S.",Control Systems Engineering,,John Wiley Publication,2004,983,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,427.2575,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015454,"Nise, Norman S.",Control Systems Engineering,,John Wiley Publication,2004,983,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,427.2575,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015455,"Nise, Norman S.",Control Systems Engineering,,John Wiley Publication,2004,983,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,427.2575,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015456,"Widrow, Berhard",Adoptive Signal Processing,,Pearson Education,2004,474,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015457,"Widrow, Berhard",Adoptive Signal Processing,,Pearson Education,2004,474,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
SC015458,"Haykin, Simon",Adoptive Filter Theory,,Pearson Education,2003,920,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,375,INR,12/09/2005,199,BK,General Section,NFIC,UBD,
